"","Cell.line.name","Tissue","AUC","most_sensitive","least_sensitive"
"69","CCFSTTG1","central_nervous_system",13.0055,0,1
"71","CCK81","large_intestine",10.528,0,0
"72","CFPAC1","pancreas",11.623,0,0
"73","CGTHW1","thyroid",9.2563,0,0
"74","CHAGOK1","lung",2.89,1,0
"75","CHP212","autonomic_ganglia",7.9095,0,0
"76","CJM","skin",12.937,0,1
"77","CL11","large_intestine",14.057,0,1
"78","COLO201","large_intestine",9.0987,0,0
"79","COLO205","large_intestine",11.771,0,0
"80","COLO668","lung",6.878,0,0
"81","COLO678","large_intestine",9.9994,0,0
"82","COLO680N","oesophagus",12.991,0,1
"83","COLO684","endometrium",3.7512,1,0
"84","COLO741","skin",10.614,0,0
"85","COLO792","skin",14.27,0,1
"86","COLO800","skin",6.4982,0,0
"87","COLO829","skin",5.9037,1,0
"88","CORL105","lung",7.1512,0,0
"89","CORL279","lung",5.5466,1,0
"90","CORL51","lung",3.7094,1,0
"91","CORL88","lung",13.223,0,1
"92","CORL95","lung",13.183,0,1
"93","COV362","ovary",6.8865,0,0
"94","COV644","ovary",10.435,0,0
"95","CW2","large_intestine",9.8512,0,0
"96","D283MED","central_nervous_system",5.5001,1,0
"97","DANG","pancreas",4.5643,1,0
"98","DAOY","central_nervous_system",5.4583,1,0
"99","DBTRG05MG","central_nervous_system",9.8322,0,0
"100","DETROIT562","upper_aerodigestive_tract",12.932,0,1
"101","DKMG","central_nervous_system",5.2823,1,0
"102","DLD1","large_intestine",7.6063,0,0
"103","DMS114","lung",10.732,0,0
"104","DMS273","lung",10.092,0,0
"105","DMS454","lung",10.643,0,0
"106","DMS53","lung",13.522,0,1
"107","DMS79","lung",12.423,0,0
"108","DU145","prostate",7.13555,0,0
"110","DU4475","breast",3.7669,1,0
"111","DV90","lung",4.5721,1,0
"112","EBC1","lung",8.5386,0,0
